x data,y data,set size,t step
937,333,49,34
939,315,10,34
944,340,7,34
978,309,37,34
972,315,14,34
976,358,18,34
981,336,6,34
992,316,38,34
985,336,1,34
989,358,9,34
990,335,5,34
995,334,8,34
998,341,4,34
998,358,1,34
1004,341,1,34
1005,226,6,34
1015,354,1,34
1016,335,1,34
1018,341,9,34
1018,333,1,34
1020,355,2,34
1023,358,2,34
1030,341,3,34
1030,352,1,34
1032,342,1,34
1033,336,7,34
1041,339,2,34
1042,356,1,34
1044,359,1,34
1043,242,2,34
1042,239,1,34
1045,239,4,34
1045,241,1,34
1045,360,1,34
1046,336,7,34
1054,243,25,34
1061,245,1,34
1069,244,25,34
1080,241,26,34
1096,239,19,34
1110,241,8,34
1115,236,10,34
1145,233,2,34
1146,231,3,34
966,761,4,34
1008,484,3,34
1123,95,8,34
1123,103,1,34
1125,104,5,34
1144,82,89,34
1164,76,151,34
1178,71,2,34
1179,73,1,34
1188,74,33,34
1198,93,3,34
1207,83,74,34
1228,90,1,34
1230,92,3,34
1244,108,106,34
1115,765,9,34
1288,241,4,34
1292,239,22,34
1597,695,7,34
37,406,75,35
910,292,26,35
919,308,29,35
926,309,10,35
932,308,16,35
944,357,118,35
937,333,49,35
938,315,9,35
943,340,5,35
966,358,3,35
978,309,38,35
971,315,14,35
975,358,21,35
980,335,1,35
982,336,8,35
992,316,38,35
989,358,9,35
993,334,6,35
1015,358,188,35
998,341,4,35
1002,336,1,35
1004,341,1,35
1005,225,7,35
1023,335,145,35
1015,354,1,35
1018,341,9,35
1033,356,2,35
1036,356,1,35
1042,337,63,35
1043,357,10,35
1043,243,1,35
1045,241,1,35
1061,244,58,35
1080,240,30,35
1095,239,20,35
1110,241,8,35
1116,235,7,35
1145,231,5,35
966,761,4,35
1008,484,3,35
1123,95,8,35
1124,104,5,35
1144,82,91,35
1164,76,152,35
1178,71,2,35
1179,73,1,35
1188,74,33,35
1198,93,3,35
1204,85,42,35
1210,81,36,35
1228,90,1,35
1230,92,3,35
1244,108,106,35
1099,768,8,35
1292,239,25,35
1297,239,1,35
1597,695,7,35
36,406,80,36
910,292,26,36
919,308,26,36
926,309,11,36
932,308,16,36
931,334,2,36
944,357,102,36
938,333,47,36
937,315,9,36
943,340,5,36
943,315,1,36
953,315,7,36
973,358,26,36
974,309,17,36
972,315,16,36
982,309,18,36
980,335,1,36
982,336,9,36
991,316,36,36
988,358,5,36
990,334,5,36
991,359,2,36
1013,358,164,36
995,334,7,36
998,341,4,36
1019,335,94,36
1004,341,3,36
1005,225,7,36
1015,341,3,36
1015,354,1,36
1019,342,4,36
1039,337,150,36
1041,358,26,36
1043,242,2,36
1046,356,3,36
1043,240,2,36
1045,241,1,36
1055,243,31,36
1068,244,27,36
1080,241,29,36
1096,239,20,36
1111,240,4,36
1113,238,2,36
1115,237,1,36
1117,234,2,36
1145,233,4,36
1146,231,2,36
966,761,4,36
1008,484,3,36
1123,95,7,36
1124,104,4,36
1144,82,91,36
1153,74,1,36
1159,75,9,36
1161,78,1,36
1204,86,31,36
1203,77,2,36
1210,81,30,36
1233,97,2,36
1244,108,106,36
1084,770,10,36
1291,239,43,36
1597,695,7,36
38,406,73,37
910,292,26,37
919,308,26,37
927,309,12,37
933,308,15,37
931,334,2,37
944,357,100,37
938,333,45,37
938,315,9,37
943,340,5,37
952,316,1,37
954,316,1,37
973,358,26,37
973,309,20,37
970,315,15,37
982,309,18,37
981,336,5,37
991,316,36,37
985,336,1,37
988,358,5,37
991,359,2,37
994,334,5,37
1009,358,119,37
997,341,4,37
1004,335,7,37
1004,341,4,37
1005,225,7,37
1011,339,3,37
1015,334,45,37
1027,334,24,37
1028,358,4,37
1030,331,1,37
1032,330,1,37
1041,357,18,37
1043,242,2,37
1043,240,2,37
1045,241,1,37
1046,356,3,37
1055,243,31,37
1068,244,27,37
1080,241,29,37
1096,239,20,37
1111,240,4,37
1113,238,2,37
1115,237,1,37
1117,234,2,37
1145,233,3,37
1147,231,1,37
966,761,4,37
1067,771,9,37
1008,484,3,37
1123,95,8,37
1124,104,4,37
1144,82,90,37
1153,74,1,37
1159,75,12,37
1204,86,35,37
1203,77,2,37
1210,81,35,37
1233,97,2,37
1244,108,109,37
1291,239,43,37
1597,695,7,37
38,406,76,38
910,292,26,38
919,308,26,38
926,309,11,38
932,308,18,38
941,357,101,38
931,334,2,38
938,333,42,38
935,315,3,38
939,315,1,38
941,315,1,38
943,340,4,38
953,315,7,38
995,357,138,38
974,309,16,38
973,315,13,38
980,336,5,38
982,309,18,38
989,316,31,38
985,336,1,38
991,335,1,38
994,334,2,38
999,316,1,38
1002,317,2,38
1005,335,11,38
1019,335,3,38
1032,358,108,38
1023,332,1,38
1032,342,8,38
1031,340,2,38
1039,332,1,38
1041,333,1,38
1045,338,35,38
1040,242,3,38
1044,240,14,38
1061,244,63,38
1080,241,31,38
1096,238,20,38
1111,240,4,38
1113,238,2,38
1115,237,1,38
1117,234,2,38
1145,232,6,38
967,761,5,38
1052,773,12,38
1008,484,3,38
1123,95,8,38
1124,104,6,38
1144,82,97,38
1150,75,1,38
1152,74,1,38
1159,75,8,38
1163,77,15,38
1168,73,1,38
1179,71,1,38
1185,70,1,38
1188,71,4,38
1197,94,2,38
1204,87,32,38
1203,76,3,38
1205,79,4,38
1210,82,29,38
1244,108,110,38
1286,242,1,38
1291,238,31,38
1300,240,1,38
1597,695,7,38
38,406,71,39
910,292,26,39
919,308,26,39
927,309,12,39
941,357,98,39
933,308,17,39
931,334,2,39
938,333,42,39
936,315,3,39
940,315,3,39
942,340,1,39
944,340,1,39
953,315,7,39
985,358,78,39
974,309,15,39
973,315,13,39
980,336,5,39
982,309,18,39
987,316,22,39
985,336,1,39
998,335,8,39
1006,358,6,39
1011,335,3,39
1029,358,142,39
1017,335,2,39
1021,334,1,39
1022,341,2,39
1023,333,1,39
1024,342,1,39
1025,332,1,39
1032,342,8,39
1031,340,2,39
1036,356,1,39
1039,332,1,39
1041,333,1,39
1040,242,3,39
1044,240,14,39
1045,338,32,39
1061,244,63,39
1080,241,31,39
1096,238,20,39
1111,240,4,39
1113,238,2,39
1115,237,1,39
1117,234,2,39
1145,232,6,39
967,761,3,39
1035,774,12,39
1007,484,2,39
1123,95,8,39
1124,104,6,39
1143,82,96,39
1150,75,1,39
1152,74,1,39
1159,75,8,39
1163,77,15,39
1168,73,1,39
1179,71,1,39
1185,70,1,39
1188,71,5,39
1197,94,2,39
1205,87,35,39
1203,76,3,39
1205,79,4,39
1210,82,29,39
1244,108,110,39
1286,242,1,39
1291,238,29,39
1597,695,7,39
38,406,83,40
910,292,28,40
919,308,27,40
926,309,11,40
932,308,18,40
931,334,2,40
942,357,101,40
938,333,42,40
935,315,3,40
940,315,3,40
943,340,3,40
954,315,8,40
982,358,63,40
974,309,15,40
973,315,13,40
983,309,16,40
980,335,1,40
981,336,5,40
989,316,31,40
985,336,1,40
1003,317,2,40
1006,335,3,40
1024,358,162,40
1006,225,2,40
1014,334,4,40
1016,236,1,40
1020,342,4,40
1020,333,1,40
1025,334,6,40
1031,341,10,40
1034,335,6,40
1043,337,89,40
1040,243,1,40
1044,240,15,40
1046,356,3,40
1054,243,33,40
1069,244,25,40
1080,241,31,40
1096,238,17,40
1111,240,8,40
1113,238,2,40
1115,237,1,40
1116,236,1,40
1117,234,2,40
1145,232,10,40
966,761,4,40
1018,774,11,40
1123,95,8,40
1124,104,5,40
1143,82,96,40
1149,77,1,40
1159,75,4,40
1163,77,26,40
1169,72,1,40
1191,74,10,40
1197,94,1,40
1207,84,71,40
1204,76,3,40
1244,108,113,40
1291,238,30,40
1597,695,7,40
38,406,73,41
910,292,28,41
919,308,27,41
926,309,11,41
932,308,18,41
931,334,2,41
942,357,98,41
938,333,43,41
935,315,3,41
940,315,3,41
944,340,5,41
954,315,8,41
976,358,46,41
973,315,13,41
975,309,13,41
983,309,16,41
982,337,3,41
986,316,19,41
990,340,2,41
998,357,12,41
1023,358,168,41
1006,225,2,41
1007,333,1,41
1014,334,4,41
1016,236,1,41
1020,342,4,41
1020,333,1,41
1025,335,5,41
1029,332,1,41
1030,341,5,41
1036,337,9,41
1042,338,102,41
1040,243,1,41
1044,240,16,41
1046,356,3,41
1061,244,66,41
1080,240,36,41
1096,238,17,41
1111,240,8,41
1113,238,2,41
1115,237,1,41
1116,236,1,41
1117,234,2,41
1145,232,10,41
967,761,5,41
1001,775,10,41
1124,95,11,41
1124,104,5,41
1144,82,94,41
1150,75,1,41
1152,74,1,41
1159,75,7,41
1163,77,12,41
1168,73,1,41
1187,71,4,41
1191,73,9,41
1197,95,1,41
1207,85,73,41
1204,76,3,41
1244,108,117,41
1290,239,25,41
1597,695,7,41
38,406,73,42
910,292,26,42
919,308,28,42
926,309,10,42
932,308,18,42
931,334,2,42
950,357,137,42
938,333,38,42
935,315,3,42
940,315,3,42
943,340,4,42
947,316,1,42
954,315,8,42
972,316,10,42
976,309,23,42
983,358,1,42
993,316,12,42
1017,358,183,42
1001,316,1,42
1006,225,2,42
1009,333,2,42
1012,334,3,42
1020,342,5,42
1020,333,1,42
1021,340,2,42
1022,332,1,42
1025,334,6,42
1031,341,4,42
1036,337,9,42
1042,337,92,42
1040,243,1,42
1044,240,17,42
1046,356,3,42
1054,243,33,42
1069,244,28,42
1080,240,30,42
1096,238,18,42
1110,241,8,42
1113,238,2,42
1115,237,1,42
1117,234,2,42
1145,232,14,42
967,761,1,42
984,775,12,42
1124,95,11,42
1124,105,2,42
1144,82,97,42
1149,75,1,42
1158,75,6,42
1163,76,16,42
1166,74,1,42
1168,73,1,42
1170,72,1,42
1188,73,10,42
1192,72,3,42
1197,95,1,42
1208,85,74,42
1204,76,3,42
1206,79,3,42
1244,108,113,42
1292,238,27,42
1300,240,1,42
1597,695,6,42
38,406,73,43
910,292,26,43
919,308,28,43
926,309,10,43
932,308,18,43
931,334,2,43
948,357,124,43
938,333,38,43
935,315,3,43
940,315,3,43
943,340,3,43
947,316,1,43
954,315,8,43
974,309,8,43
973,315,9,43
981,359,1,43
983,317,7,43
987,334,2,43
995,317,6,43
1000,358,1,43
1001,316,1,43
1006,225,2,43
1010,356,1,43
1011,334,3,43
1020,342,5,43
1021,340,2,43
1024,334,6,43
1031,341,4,43
1033,335,6,43
1036,337,9,43
1042,338,94,43
1046,356,3,43
1040,243,1,43
1044,240,17,43
1054,243,33,43
1069,244,28,43
1080,240,30,43
1096,238,18,43
1110,241,8,43
1113,238,2,43
1115,237,1,43
1117,234,2,43
1145,231,17,43
967,775,13,43
1124,95,11,43
1124,105,2,43
1144,82,97,43
1149,75,1,43
1159,75,9,43
1163,76,11,43
1170,72,1,43
1188,72,3,43
1189,74,2,43
1191,73,11,43
1197,95,1,43
1208,84,77,43
1204,76,2,43
1244,108,113,43
1292,238,27,43
1300,239,1,43
1597,695,6,43
38,406,77,44
910,292,27,44
919,308,29,44
926,309,10,44
932,308,17,44
931,334,2,44
943,357,99,44
938,333,43,44
935,315,3,44
940,315,3,44
944,340,6,44
947,316,1,44
955,315,15,44
975,358,2,44
981,309,13,44
984,358,27,44
986,311,3,44
988,316,1,44
994,316,7,44
994,334,2,44
1017,358,167,44
1001,316,1,44
1004,225,5,44
1011,333,4,44
1014,333,1,44
1019,341,7,44
1020,333,1,44
1022,332,1,44
1029,334,6,44
1031,341,4,44
1033,332,1,44
1036,336,10,44
1038,332,1,44
1043,337,79,44
1045,357,10,44
1040,243,1,44
1044,240,15,44
1062,244,64,44
1080,240,29,44
1096,238,16,44
1111,241,5,44
1115,237,1,44
1117,234,2,44
1145,232,9,44
950,774,13,44
967,761,3,44
1124,95,9,44
1124,105,3,44
1143,82,101,44
1159,75,12,44
1164,77,19,44
1168,72,5,44
1167,74,1,44
1190,73,5,44
1193,73,14,44
1208,84,81,44
1244,108,112,44
1291,238,30,44
1301,240,1,44
1597,695,5,44
37,406,67,45
910,292,27,45
919,308,29,45
926,309,10,45
932,308,17,45
931,334,2,45
943,357,98,45
938,333,43,45
935,315,3,45
940,315,3,45
944,340,6,45
947,316,1,45
954,315,15,45
979,358,48,45
969,309,1,45
979,309,31,45
985,312,1,45
987,311,1,45
987,316,2,45
994,316,9,45
1020,358,188,45
1004,225,5,45
1011,333,1,45
1012,334,2,45
1019,341,7,45
1020,333,1,45
1022,332,1,45
1029,335,5,45
1031,341,4,45
1036,337,9,45
1038,332,2,45
1043,337,79,45
1040,243,1,45
1044,240,15,45
1062,244,64,45
1080,240,29,45
1096,238,16,45
1111,241,5,45
1115,237,1,45
1117,234,2,45
1145,232,9,45
934,773,11,45
966,761,4,45
1124,95,10,45
1124,105,3,45
1143,83,104,45
1158,74,5,45
1164,78,14,45
1169,72,2,45
1171,71,1,45
1179,71,4,45
1191,73,23,45
1208,85,89,45
1244,109,109,45
1291,238,30,45
1301,240,1,45
1598,696,2,45
38,406,77,46
910,292,29,46
919,308,29,46
926,309,10,46
932,308,18,46
939,357,74,46
936,333,45,46
935,315,3,46
940,315,3,46
941,340,4,46
949,315,16,46
961,316,2,46
965,310,2,46
968,358,6,46
976,309,38,46
971,315,12,46
980,358,37,46
987,341,3,46
987,311,1,46
992,316,12,46
993,334,1,46
1016,358,182,46
1005,225,7,46
1006,334,8,46
1012,336,1,46
1014,233,1,46
1015,334,1,46
1018,341,8,46
1017,236,1,46
1019,334,1,46
1021,333,1,46
1031,341,4,46
1033,332,1,46
1043,337,79,46
1042,357,8,46
1044,239,17,46
1046,356,5,46
1055,243,28,46
1061,245,1,46
1069,244,29,46
1080,240,32,46
1096,238,17,46
1111,240,4,46
1115,237,1,46
1117,235,1,46
1145,231,16,46
918,771,16,46
967,761,3,46
1124,95,8,46
1124,105,2,46
1143,83,109,46
1158,75,3,46
1164,77,18,46
1167,74,1,46
1168,72,3,46
1171,71,1,46
1179,70,1,46
1180,71,1,46
1182,70,1,46
1190,73,32,46
1192,99,2,46
1207,85,74,46
1204,76,3,46
1206,78,1,46
1207,80,2,46
1244,108,116,46
1292,239,37,46
1300,240,4,46
1597,695,6,46
36,406,73,47
910,292,29,47
919,308,27,47
926,309,10,47
932,308,18,47
937,357,60,47
937,333,46,47
935,315,3,47
939,315,2,47
941,340,4,47
945,315,6,47
945,339,1,47
952,357,1,47
954,316,2,47
957,359,4,47
957,309,3,47
960,357,2,47
961,316,2,47
965,310,2,47
976,309,38,47
971,315,12,47
969,358,7,47
981,358,32,47
975,340,3,47
987,311,1,47
988,341,3,47
992,316,14,47
994,334,1,47
1017,358,180,47
1005,225,7,47
1006,334,4,47
1012,336,1,47
1014,233,1,47
1015,334,1,47
1018,341,8,47
1017,236,1,47
1019,334,1,47
1021,333,1,47
1031,341,4,47
1033,332,1,47
1043,337,79,47
1042,357,8,47
1044,239,17,47
1046,356,5,47
1055,243,28,47
1061,245,1,47
1069,244,29,47
1080,240,32,47
1096,238,17,47
1111,240,4,47
1115,237,1,47
1117,235,1,47
1145,231,16,47
901,770,13,47
967,761,3,47
1124,96,8,47
1143,83,110,47
1158,75,3,47
1164,77,18,47
1167,74,1,47
1168,72,3,47
1171,71,1,47
1179,70,1,47
1180,71,1,47
1182,70,1,47
1190,73,32,47
1192,99,2,47
1208,85,70,47
1205,76,1,47
1206,77,2,47
1207,79,3,47
1245,109,115,47
1292,239,37,47
1300,240,4,47
1597,695,7,47
38,406,74,48
910,292,29,48
919,308,29,48
929,309,26,48
934,333,16,48
933,357,14,48
934,315,5,48
933,336,3,48
939,315,3,48
947,357,54,48
961,316,1,48
977,309,35,48
971,315,12,48
977,358,42,48
986,340,7,48
991,316,16,48
994,334,1,48
1019,358,198,48
1005,225,4,48
1006,334,7,48
1012,336,1,48
1015,334,1,48
1018,341,8,48
1017,236,1,48
1019,334,1,48
1021,333,1,48
1031,341,4,48
1043,337,79,48
1044,240,14,48
1045,359,2,48
1046,356,4,48
1055,243,33,48
1061,245,1,48
1069,244,32,48
1080,240,32,48
1096,238,16,48
1111,240,4,48
1115,237,1,48
1117,235,1,48
1145,232,12,48
885,767,12,48
967,761,3,48
1124,95,11,48
1144,82,106,48
1160,75,9,48
1164,77,6,48
1182,70,1,48
1190,73,37,48
1192,100,1,48
1198,95,2,48
1208,85,67,48
1205,76,4,48
1207,79,3,48
1245,109,114,48
1291,238,32,48
1301,240,2,48
1597,695,7,48
38,406,76,49
910,292,29,49
919,308,29,49
926,309,11,49
932,308,9,49
931,334,1,49
933,315,1,49
942,357,71,49
940,333,20,49
940,340,2,49
955,316,1,49
977,358,38,49
977,309,36,49
971,315,12,49
986,340,8,49
992,316,14,49
989,358,1,49
995,359,2,49
1023,358,185,49
1005,225,4,49
1006,334,7,49
1012,336,1,49
1014,335,2,49
1017,341,8,49
1017,236,1,49
1024,332,1,49
1029,334,6,49
1031,341,4,49
1033,332,1,49
1039,332,1,49
1044,337,71,49
1044,240,15,49
1055,243,33,49
1061,245,1,49
1069,244,32,49
1080,240,32,49
1096,238,19,49
1103,236,3,49
1111,240,4,49
1115,237,1,49
1117,235,1,49
1145,232,12,49
869,765,10,49
966,761,3,49
1124,95,10,49
1144,83,109,49
1164,77,12,49
1167,74,1,49
1169,72,1,49
1171,71,1,49
1179,70,3,49
1182,70,1,49
1190,73,31,49
1192,100,1,49
1208,85,67,49
1205,76,4,49
1207,79,3,49
1245,109,114,49
1291,238,32,49
1301,240,2,49
1597,695,7,49
38,406,72,50
910,292,29,50
919,308,29,50
927,309,13,50
940,357,70,50
935,333,25,50
939,315,3,50
940,340,4,50
943,335,2,50
952,358,1,50
955,358,3,50
957,316,2,50
961,316,1,50
976,309,37,50
977,358,46,50
971,315,12,50
985,340,5,50
991,316,14,50
1018,358,196,50
1005,226,6,50
1006,335,2,50
1008,334,1,50
1009,335,1,50
1013,335,4,50
1017,341,10,50
1017,236,1,50
1024,332,1,50
1029,335,5,50
1031,341,4,50
1031,332,1,50
1037,332,1,50
1044,337,70,50
1039,239,2,50
1044,240,16,50
1045,357,8,50
1055,243,30,50
1061,245,1,50
1069,244,35,50
1080,240,31,50
1096,238,21,50
1111,241,2,50
1112,240,1,50
1138,232,1,50
1146,232,9,50
854,762,12,50
966,761,4,50
1124,95,14,50
1124,104,1,50
1145,82,100,50
1151,74,1,50
1161,76,15,50
1167,77,6,50
1169,72,2,50
1190,73,39,50
1192,100,1,50
1209,85,70,50
1204,77,1,50
1205,76,1,50
1206,77,2,50
1207,79,3,50
1245,108,120,50
1292,238,40,50
1300,240,4,50
1597,695,6,50
36,406,73,51
910,292,29,51
919,308,30,51
928,310,1,51
931,308,7,51
940,357,70,51
934,334,18,51
933,315,1,51
935,315,1,51
940,340,5,51
952,358,1,51
955,358,3,51
956,316,2,51
960,316,1,51
962,316,1,51
977,358,44,51
977,309,33,51
972,315,9,51
983,340,3,51
990,316,10,51
996,317,3,51
1003,357,1,51
1005,226,6,51
1006,335,3,51
1008,334,1,51
1009,335,1,51
1011,355,1,51
1015,334,1,51
1018,341,9,51
1017,236,1,51
1021,354,1,51
1025,332,1,51
1026,358,3,51
1028,334,6,51
1030,341,5,51
1039,239,2,51
1044,338,75,51
1044,240,13,51
1045,357,8,51
1055,243,33,51
1069,244,31,51
1067,247,1,51
1080,240,31,51
1096,238,19,51
1111,241,2,51
1112,240,1,51
1137,232,2,51
1145,232,9,51
840,760,13,51
966,761,4,51
1124,95,11,51
1124,104,1,51
1135,86,2,51
1145,83,102,51
1151,74,1,51
1161,76,15,51
1165,78,7,51
1167,75,1,51
1169,72,1,51
1189,73,50,51
1192,100,1,51
1209,85,70,51
1204,77,1,51
1205,76,1,51
1206,77,2,51
1207,79,3,51
1245,108,115,51
1292,238,40,51
1300,240,5,51
1597,695,5,51
38,406,76,52
910,292,28,52
916,309,1,52
922,308,1,52
922,310,1,52
926,309,14,52
932,308,10,52
937,333,45,52
941,357,85,52
933,315,2,52
939,315,3,52
940,340,4,52
947,334,1,52
962,316,1,52
977,358,49,52
972,315,11,52
978,309,30,52
985,340,5,52
991,316,13,52
1021,358,199,52
1005,226,7,52
1010,335,2,52
1013,336,1,52
1019,341,9,52
1023,332,1,52
1031,341,4,52
1031,332,1,52
1044,337,82,52
1044,240,14,52
1055,243,30,52
1061,245,1,52
1069,244,35,52
1080,240,31,52
1096,238,19,52
1111,241,2,52
1112,240,1,52
1117,235,1,52
1145,232,14,52
826,756,13,52
967,761,3,52
1124,95,14,52
1124,104,1,52
1144,83,99,52
1150,75,1,52
1152,74,1,52
1160,75,18,52
1167,77,6,52
1169,72,2,52
1171,71,1,52
1177,70,1,52
1179,69,1,52
1183,70,1,52
1191,73,37,52
1199,74,2,52
1208,85,56,52
1205,76,3,52
1207,78,1,52
1208,79,2,52
1210,90,1,52
1246,108,117,52
1291,239,34,52
1297,239,1,52
1299,239,1,52
1300,240,2,52
1597,695,5,52
39,406,70,53
910,292,26,53
920,309,18,53
924,309,1,53
927,310,8,53
932,308,10,53
937,333,45,53
941,357,89,53
933,315,2,53
939,315,3,53
940,340,4,53
947,334,1,53
972,315,12,53
976,358,39,53
977,309,32,53
985,340,3,53
987,358,1,53
991,316,13,53
1019,358,185,53
1005,226,7,53
1013,334,2,53
1015,334,1,53
1017,341,9,53
1019,334,1,53
1021,333,1,53
1028,334,6,53
1030,341,4,53
1030,332,1,53
1043,338,85,53
1044,240,17,53
1044,358,10,53
1055,243,29,53
1061,245,1,53
1069,244,35,53
1080,240,31,53
1096,238,18,53
1111,241,2,53
1112,240,1,53
1117,235,1,53
1146,232,13,53
812,753,13,53
967,761,3,53
1125,95,12,53
1144,83,104,53
1150,75,1,53
1152,74,1,53
1166,83,2,53
1167,78,14,53
1169,72,3,53
1172,71,1,53
1181,71,2,53
1183,70,1,53
1190,73,39,53
1198,74,2,53
1206,88,23,53
1205,76,3,53
1207,78,1,53
1208,79,2,53
1212,82,23,53
1246,109,115,53
1291,239,34,53
1297,239,1,53
1299,239,1,53
1300,240,2,53
1597,695,5,53
38,406,76,54
909,291,8,54
919,308,26,54
926,309,8,54
933,308,18,54
942,357,99,54
937,333,45,54
939,315,3,54
940,340,4,54
977,358,44,54
971,315,13,54
977,309,30,54
983,337,1,54
991,316,26,54
985,340,4,54
1004,356,2,54
1005,226,7,54
1019,341,8,54
1018,355,1,54
1027,358,3,54
1031,341,4,54
1033,332,1,54
1044,338,82,54
1040,243,1,54
1045,239,10,54
1046,355,3,54
1055,243,30,54
1069,245,38,54
1080,241,33,54
1096,238,20,54
1111,241,4,54
1116,237,1,54
1117,235,2,54
1138,232,1,54
1145,231,16,54
799,750,15,54
967,761,3,54
1125,95,13,54
1144,83,101,54
1150,77,1,54
1151,74,1,54
1168,75,1,54
1169,72,3,54
1172,71,1,54
1181,71,2,54
1189,73,53,54
1198,74,3,54
1209,85,67,54
1205,76,4,54
1207,78,1,54
1246,108,120,54
1292,239,32,54
1300,240,2,54
1304,240,1,54
1597,695,6,54
38,406,72,55
910,293,23,55
919,309,32,55
926,309,10,55
933,308,18,55
942,357,99,55
937,333,45,55
939,315,3,55
940,340,4,55
971,315,12,55
978,358,42,55
978,309,33,55
982,337,2,55
984,340,3,55
990,316,18,55
1004,356,1,55
1005,226,7,55
1010,355,1,55
1013,356,4,55
1019,341,8,55
1031,341,5,55
1033,332,1,55
1034,336,7,55
1036,332,1,55
1044,338,72,55
1040,243,1,55
1045,356,9,55
1045,239,10,55
1055,243,30,55
1069,245,38,55
1080,241,33,55
1096,238,18,55
1111,241,5,55
1116,237,1,55
1117,235,2,55
1138,232,1,55
1145,231,16,55
786,746,11,55
967,761,3,55
1125,95,13,55
1144,83,101,55
1150,77,1,55
1151,74,1,55
1166,85,2,55
1168,75,1,55
1169,72,3,55
1172,71,1,55
1181,71,2,55
1189,72,54,55
1198,74,3,55
1209,85,67,55
1205,76,4,55
1207,78,1,55
1246,108,123,55
1292,239,32,55
1300,240,2,55
1304,240,1,55
1597,695,7,55
38,406,75,56
910,292,29,56
919,309,27,56
930,309,29,56
937,333,45,56
940,357,78,56
933,315,1,56
937,315,6,56
940,340,4,56
945,340,1,56
956,358,3,56
977,358,49,56
971,315,13,56
978,309,34,56
983,337,2,56
991,316,27,56
985,335,2,56
985,340,3,56
1001,358,1,56
1005,226,5,56
1011,355,1,56
1015,335,3,56
1018,341,11,56
1017,355,1,56
1019,334,1,56
1021,333,1,56
1028,358,3,56
1031,341,4,56
1037,358,3,56
1043,338,84,56
1040,243,1,56
1044,240,3,56
1044,357,1,56
1046,240,3,56
1047,355,1,56
1047,357,1,56
1062,244,60,56
1067,247,1,56
1081,241,34,56
1096,238,18,56
1110,243,1,56
1111,240,8,56
1115,238,1,56
1116,237,1,56
1117,235,2,56
1138,232,1,56
1146,232,11,56
775,743,13,56
967,761,3,56
1125,95,14,56
1124,104,1,56
1145,83,97,56
1148,75,1,56
1161,76,10,56
1167,85,1,56
1168,74,1,56
1169,72,3,56
1172,71,1,56
1178,70,1,56
1181,71,3,56
1190,73,47,56
1199,74,2,56
1207,91,14,56
1205,76,3,56
1210,83,52,56
1212,77,1,56
1246,108,116,56
1292,238,32,56
1300,240,2,56
1597,695,6,56
38,406,74,57
910,293,30,57
919,309,27,57
930,309,29,57
937,333,46,57
940,357,81,57
933,315,1,57
937,315,6,57
940,340,4,57
945,340,1,57
956,358,4,57
977,358,52,57
972,315,11,57
978,309,32,57
983,335,5,57
991,316,26,57
986,340,4,57
1000,358,1,57
1005,226,5,57
1015,334,2,57
1018,341,14,57
1019,334,1,57
1021,333,1,57
1028,334,6,57
1029,342,2,57
1031,336,16,57
1034,332,1,57
1040,243,1,57
1044,337,67,57
1044,357,16,57
1044,240,3,57
1046,240,3,57
1062,244,60,57
1067,247,1,57
1081,241,34,57
1096,238,18,57
1110,243,1,57
1111,240,8,57
1115,238,1,57
1116,237,1,57
1117,235,2,57
1138,232,1,57
1146,232,11,57
763,740,10,57
967,761,3,57
1125,95,14,57
1124,104,1,57
1145,83,101,57
1148,75,1,57
1161,75,9,57
1167,85,1,57
1170,72,2,57
1181,71,3,57
1190,73,49,57
1198,74,2,57
1207,91,14,57
1205,76,3,57
1210,83,52,57
1212,77,1,57
1246,109,116,57
1292,238,32,57
1300,240,2,57
1597,695,6,57
38,406,77,58
910,293,30,58
919,308,28,58
930,309,30,58
936,333,43,58
941,357,83,58
937,315,9,58
940,340,4,58
945,340,1,58
957,358,3,58
976,358,51,58
978,309,33,58
972,315,11,58
985,336,6,58
985,340,5,58
990,316,17,58
989,358,1,58
995,358,6,58
1022,358,199,58
1007,226,1,58
1012,334,1,58
1015,334,2,58
1018,341,14,58
1019,334,1,58
1021,333,1,58
1028,334,6,58
1030,341,5,58
1033,336,7,58
1040,244,1,58
1041,243,2,58
1044,338,66,58
1043,239,5,58
1047,241,3,58
1063,244,67,58
1081,241,33,58
1096,238,20,58
1113,240,1,58
1118,235,1,58
1138,232,2,58
1146,232,18,58
753,736,11,58
966,761,4,58
1125,96,13,58
1145,83,102,58
1148,75,1,58
1148,77,1,58
1154,74,1,58
1161,75,8,58
1167,84,2,58
1170,72,1,58
1170,74,1,58
1172,71,1,58
1178,70,1,58
1190,72,51,58
1199,74,1,58
1207,91,13,58
1210,83,54,58
1212,77,1,58
1228,84,1,58
1246,108,118,58
1292,239,29,58
1301,240,1,58
1597,695,6,58
38,406,71,59
910,293,30,59
919,309,33,59
930,309,31,59
937,333,43,59
940,357,81,59
937,315,9,59
940,340,4,59
946,340,1,59
957,358,3,59
976,358,48,59
978,309,31,59
973,315,11,59
985,336,6,59
990,316,18,59
986,340,6,59
994,358,5,59
1003,357,1,59
1005,355,1,59
1007,226,1,59
1008,334,1,59
1012,334,1,59
1015,334,2,59
1018,341,14,59
1017,355,1,59
1019,334,1,59
1021,333,1,59
1025,356,1,59
1027,355,1,59
1028,335,5,59
1030,341,5,59
1033,336,7,59
1037,332,1,59
