x data,y data,set size,t step
941,357,89,83
931,332,1,83
937,333,53,83
940,315,11,83
937,309,1,83
939,339,4,83
958,316,2,83
979,309,55,83
964,316,1,83
972,358,23,83
973,315,13,83
980,336,1,83
991,316,35,83
984,358,1,83
989,358,5,83
996,358,1,83
1000,358,1,83
1003,317,2,83
1004,340,5,83
1004,357,1,83
1006,318,2,83
1006,355,1,83
1010,226,4,83
1011,334,1,83
1011,356,4,83
1013,333,1,83
1016,334,3,83
1016,342,2,83
1021,235,1,83
1030,342,6,83
1045,337,131,83
1045,239,2,83
1045,242,1,83
1047,354,9,83
1049,239,10,83
1047,357,1,83
1047,359,1,83
1048,364,1,83
1050,357,1,83
1060,244,12,83
1074,244,28,83
1085,240,35,83
1100,238,24,83
1099,245,4,83
1115,241,6,83
1150,232,13,83
1153,233,1,83
967,761,4,83
1008,484,3,83
1130,97,15,83
1149,84,104,83
1157,76,3,83
1161,86,1,83
1167,77,18,83
1173,79,5,83
1174,74,6,83
1179,72,1,83
1196,74,54,83
1206,76,1,83
1208,95,1,83
1212,87,18,83
1213,81,1,83
1218,84,32,83
1217,91,1,83
1251,110,120,83
1295,240,18,83
1293,242,3,83
1597,694,9,83
37,406,74,84
743,728,12,84
910,293,28,84
919,308,30,84
927,309,12,84
940,357,82,84
933,309,15,84
936,333,53,84
939,314,11,84
939,339,4,84
981,309,56,84
973,358,26,84
973,315,10,84
973,340,1,84
981,336,2,84
993,316,28,84
1002,316,3,84
1004,340,7,84
1004,357,1,84
1006,355,2,84
1009,355,4,84
1010,225,7,84
1014,333,1,84
1016,332,1,84
1016,342,2,84
1018,332,1,84
1023,334,4,84
1027,334,7,84
1029,342,6,84
1033,335,6,84
1046,337,117,84
1044,355,7,84
1049,239,8,84
1048,364,1,84
1050,357,1,84
1063,244,7,84
1072,245,4,84
1077,244,12,84
1085,240,28,84
1100,239,23,84
1115,241,5,84
1151,231,6,84
967,761,2,84
1007,484,2,84
1130,97,16,84
1149,84,101,84
1141,90,1,84
1157,76,3,84
1168,77,6,84
1173,79,5,84
1175,73,2,84
1179,72,1,84
1194,73,78,84
1208,95,2,84
1211,78,1,84
1212,86,17,84
1213,80,2,84
1218,84,31,84
1217,91,4,84
1237,93,1,84
1251,110,121,84
1296,240,28,84
1597,693,1,84
1597,695,5,84
38,406,74,85
753,731,8,85
910,293,28,85
919,308,30,85
927,309,12,85
940,357,86,85
933,309,15,85
936,333,53,85
940,314,12,85
939,339,4,85
981,309,56,85
975,358,26,85
973,315,10,85
972,340,2,85
980,335,4,85
993,316,28,85
1000,358,1,85
1003,340,7,85
1003,316,2,85
1004,357,1,85
1006,355,1,85
1010,226,6,85
1011,356,4,85
1015,332,1,85
1015,342,2,85
1020,334,5,85
1025,335,11,85
1025,341,2,85
1028,358,3,85
1045,337,153,85
1045,355,7,85
1048,240,2,85
1048,357,1,85
1051,239,4,85
1050,241,1,85
1050,357,2,85
1063,244,7,85
1073,245,5,85
1078,244,13,85
1085,240,27,85
1100,239,20,85
1115,241,5,85
1151,230,7,85
967,761,2,85
1008,484,3,85
1131,97,16,85
1150,84,102,85
1141,90,1,85
1156,75,5,85
1173,79,5,85
1175,73,2,85
1194,74,75,85
1208,96,2,85
1211,78,1,85
1212,87,18,85
1213,80,2,85
1218,84,31,85
1217,91,4,85
1237,93,1,85
1251,110,121,85
1296,240,29,85
1597,693,1,85
1597,695,5,85
38,406,68,86
763,734,12,86
910,292,27,86
919,308,30,86
927,309,12,86
932,308,12,86
941,357,88,86
936,333,52,86
939,315,10,86
937,309,1,86
940,339,6,86
956,316,1,86
981,309,58,86
974,358,20,86
972,315,9,86
973,340,2,86
979,336,2,86
996,316,40,86
1004,341,4,86
1004,357,1,86
1011,225,7,86
1014,332,1,86
1017,334,5,86
1017,342,1,86
1021,332,1,86
1029,341,10,86
1029,335,7,86
1034,335,5,86
1046,338,130,86
1045,355,19,86
1044,243,1,86
1049,239,8,86
1050,241,1,86
1050,358,1,86
1061,243,9,86
1072,243,15,86
1078,244,9,86
1085,239,27,86
1093,239,1,86
1101,238,19,86
1116,241,2,86
1151,231,8,86
1157,229,1,86
967,761,3,86
1008,484,3,86
1131,98,15,86
1130,107,2,86
1138,88,2,86
1149,85,103,86
1141,91,1,86
1151,77,2,86
1155,75,2,86
1158,76,3,86
1163,76,4,86
1168,78,7,86
1173,79,5,86
1175,75,3,86
1194,74,67,86
1205,77,2,86
1209,96,1,86
1212,87,14,86
1213,81,1,86
1218,84,30,86
1217,92,1,86
1252,110,118,86
1292,243,1,86
1296,240,19,86
1597,693,1,86
1597,695,5,86
38,406,71,87
775,738,13,87
910,292,27,87
919,308,30,87
927,309,12,87
932,308,12,87
940,357,84,87
936,333,52,87
940,315,11,87
937,309,1,87
940,339,6,87
956,316,2,87
981,309,57,87
975,358,15,87
972,315,9,87
974,340,3,87
980,336,1,87
995,316,40,87
1004,341,5,87
1004,357,1,87
1006,355,1,87
1011,225,6,87
1011,334,2,87
1015,332,1,87
1016,342,2,87
1029,341,11,87
1029,332,1,87
1037,331,2,87
1045,337,148,87
1044,355,12,87
1045,243,1,87
1046,242,1,87
1049,239,8,87
1049,354,2,87
1050,241,2,87
1050,357,4,87
1062,243,9,87
1072,243,14,87
1078,244,9,87
1085,239,27,87
1093,239,1,87
1100,246,1,87
1101,238,19,87
1116,241,4,87
1151,231,8,87
1157,229,1,87
967,761,3,87
1007,484,2,87
1131,97,17,87
1130,107,2,87
1150,85,106,87
1141,91,1,87
1155,75,2,87
1158,76,3,87
1163,76,4,87
1175,75,3,87
1183,78,1,87
1193,74,83,87
1206,77,2,87
1209,96,1,87
1212,79,1,87
1212,87,14,87
1213,81,1,87
1219,84,36,87
1218,92,1,87
1252,110,119,87
1293,243,1,87
1297,240,15,87
1597,693,1,87
1597,695,5,87
37,406,73,88
787,741,13,88
911,293,15,88
919,308,29,88
927,309,12,88
932,308,12,88
941,357,90,88
935,333,47,88
938,315,8,88
937,309,1,88
940,339,6,88
944,334,1,88
981,309,62,88
974,358,27,88
972,315,9,88
972,340,2,88
980,336,2,88
996,316,41,88
1020,358,199,88
1004,340,6,88
1007,336,2,88
1009,335,1,88
1011,225,10,88
1015,334,1,88
1016,342,2,88
1029,335,9,88
1029,342,1,88
1038,331,1,88
1046,337,131,88
1045,354,14,88
1050,239,7,88
1049,356,3,88
1049,358,1,88
1050,241,2,88
1060,244,1,88
1062,243,5,88
1065,244,1,88
1070,243,4,88
1076,244,19,88
1086,239,36,88
1101,238,17,88
1115,241,4,88
1151,230,2,88
1157,229,1,88
967,761,3,88
1008,484,3,88
1131,98,13,88
1132,94,2,88
1150,85,100,88
1141,90,3,88
1160,75,1,88
1168,78,14,88
1174,79,6,88
1176,74,3,88
1182,72,1,88
1187,73,3,88
1196,74,61,88
1206,77,1,88
1209,96,2,88
1211,93,2,88
1213,87,19,88
1212,95,1,88
1217,93,2,88
1219,84,36,88
1218,92,1,88
1252,110,120,88
1293,243,1,88
1298,240,20,88
1597,695,8,88
38,406,74,89
799,744,9,89
909,292,14,89
919,308,29,89
927,309,12,89
932,308,12,89
942,357,99,89
935,333,47,89
938,315,8,89
937,309,1,89
940,339,6,89
944,334,1,89
981,309,61,89
974,358,27,89
973,315,9,89
973,340,2,89
981,336,2,89
996,316,41,89
1020,358,199,89
1004,340,6,89
1008,336,3,89
1011,225,10,89
1010,335,1,89
1016,334,5,89
1017,342,1,89
1024,334,10,89
1029,335,9,89
1029,342,1,89
1038,331,1,89
1047,338,109,89
1045,354,14,89
1050,239,7,89
1049,356,3,89
1049,358,1,89
1050,241,2,89
1059,244,1,89
1062,243,4,89
1064,244,2,89
1075,244,24,89
1086,239,36,89
1101,238,17,89
1115,241,4,89
1152,231,1,89
1157,229,1,89
967,761,3,89
1007,484,2,89
1131,98,11,89
1132,94,2,89
1139,88,1,89
1151,85,104,89
1142,91,1,89
1160,75,1,89
1168,78,14,89
1174,79,6,89
1176,74,3,89
1182,72,1,89
1187,73,3,89
1196,74,61,89
1206,77,1,89
1209,96,2,89
1213,89,24,89
1217,93,2,89
1219,84,36,89
1218,92,1,89
1252,110,119,89
1293,243,1,89
1294,241,3,89
1298,241,20,89
1597,695,8,89
35,407,73,90
813,748,14,90
910,293,27,90
920,309,26,90
929,309,25,90
941,357,85,90
937,333,50,90
937,314,20,90
942,339,17,90
945,315,2,90
950,316,3,90
958,315,5,90
963,309,5,90
969,315,24,90
982,309,66,90
976,358,35,90
995,316,66,90
985,336,1,90
989,358,2,90
1003,336,1,90
1003,341,2,90
1003,357,1,90
1007,335,14,90
1005,355,2,90
1011,225,6,90
1016,341,6,90
1021,333,8,90
1022,234,1,90
1024,358,3,90
1026,354,4,90
1037,334,11,90
1037,342,1,90
1046,337,123,90
1045,358,28,90
1047,242,1,90
1049,241,2,90
1051,354,4,90
1061,243,14,90
1074,244,34,90
1085,239,26,90
1101,241,1,90
1102,237,6,90
1117,241,2,90
1142,233,2,90
1151,233,18,90
1152,228,1,90
1169,228,2,90
967,761,2,90
1008,484,3,90
1132,97,14,90
1151,85,113,90
1156,75,5,90
1165,75,1,90
1176,74,6,90
1175,86,4,90
1195,74,87,90
1199,80,2,90
1209,97,1,90
1213,88,19,90
1213,94,1,90
1219,84,29,90
1252,111,115,90
1297,240,15,90
1303,242,3,90
1597,695,5,90
36,406,75,91
826,751,15,91
910,292,26,91
917,308,11,91
929,308,23,91
940,357,76,91
937,333,50,91
937,314,20,91
942,339,13,91
949,316,2,91
955,315,12,91
963,309,5,91
969,315,24,91
982,309,67,91
976,358,33,91
995,316,65,91
984,336,2,91
1003,336,1,91
1003,341,2,91
1003,357,1,91
1007,335,15,91
1005,355,2,91
1011,225,6,91
1016,341,6,91
1021,333,7,91
1022,234,1,91
1024,358,3,91
1026,354,4,91
1028,351,1,91
1031,334,13,91
1031,342,1,91
1038,334,10,91
1038,342,1,91
1045,358,33,91
1041,342,2,91
1042,335,8,91
1047,337,95,91
1047,242,1,91
1049,241,2,91
1051,354,4,91
1061,243,14,91
1074,244,34,91
1085,239,26,91
1102,237,6,91
1101,241,1,91
1117,241,2,91
1142,233,2,91
1151,233,15,91
1152,228,1,91
967,761,2,91
1007,484,2,91
1132,97,14,91
1151,85,117,91
1145,83,1,91
1156,75,5,91
1165,75,1,91
1176,74,5,91
1175,86,4,91
1179,73,1,91
1181,73,1,91
1185,72,1,91
1196,74,85,91
1209,97,1,91
1213,88,19,91
1213,94,1,91
1219,84,28,91
1252,111,115,91
1297,240,16,91
1303,242,2,91
1597,695,7,91
34,407,75,92
841,754,12,92
910,292,28,92
919,308,28,92
941,357,87,92
932,308,14,92
931,332,1,92
937,333,39,92
937,314,15,92
941,339,10,92
949,316,2,92
955,315,11,92
963,315,3,92
964,309,2,92
983,309,74,92
972,315,14,92
975,358,34,92
995,316,56,92
985,336,1,92
1003,336,1,92
1003,341,2,92
1003,357,1,92
1005,355,1,92
1008,335,1,92
1009,355,1,92
1011,224,6,92
1014,334,3,92
1017,341,10,92
1018,335,3,92
1024,342,1,92
1024,358,3,92
1026,354,4,92
1031,335,5,92
1034,332,3,92
1036,329,2,92
1037,333,11,92
1037,342,1,92
1044,358,37,92
1046,337,137,92
1047,361,3,92
1050,240,2,92
1050,351,1,92
1051,354,4,92
1056,243,2,92
1061,243,7,92
1074,243,30,92
1085,239,28,92
1102,237,6,92
1101,241,1,92
1116,241,4,92
1142,233,1,92
1151,232,12,92
967,761,3,92
1008,484,3,92
1132,97,16,92
1152,85,112,92
1156,75,5,92
1170,78,6,92
1177,74,5,92
1176,86,2,92
1187,73,2,92
1197,74,64,92
1210,97,1,92
1211,96,1,92
1212,95,1,92
1213,91,2,92
1215,86,11,92
1214,94,1,92
1220,84,30,92
1253,111,118,92
1298,241,20,92
1597,695,5,92
38,406,73,93
856,757,6,93
856,756,1,93
910,292,25,93
922,308,42,93
941,357,83,93
932,334,3,93
933,332,1,93
938,333,19,93
939,315,2,93
941,340,8,93
949,316,3,93
955,315,11,93
963,315,3,93
964,309,2,93
983,309,71,93
972,315,15,93
976,358,37,93
994,316,50,93
988,358,2,93
1003,341,2,93
1003,357,1,93
1005,334,1,93
1005,355,1,93
1008,334,2,93
1009,355,1,93
1011,224,6,93
1014,334,3,93
1016,341,8,93
1021,333,7,93
1024,358,3,93
1027,354,4,93
1026,356,1,93
1031,335,5,93
1034,332,3,93
1037,332,12,93
1037,342,1,93
1046,337,139,93
1045,358,31,93
1047,361,3,93
1049,364,1,93
1050,241,1,93
1050,351,1,93
1051,354,4,93
1056,243,1,93
1061,243,8,93
1074,243,31,93
1085,239,28,93
1102,237,6,93
1101,241,1,93
1116,241,4,93
1151,232,12,93
967,761,2,93
1008,484,3,93
1132,97,17,93
1152,85,112,93
1156,75,5,93
1176,74,2,93
1176,86,2,93
1177,77,1,93
1181,73,1,93
1196,74,75,93
1210,97,1,93
1211,96,1,93
1212,95,1,93
1213,91,2,93
1215,86,11,93
1214,94,1,93
1220,84,32,93
1253,111,119,93
1297,242,14,93
1304,242,1,93
1597,695,5,93
35,406,73,94
871,760,12,94
910,292,26,94
919,308,28,94
924,380,1,94
926,309,10,94
932,308,13,94
934,314,7,94
933,335,3,94
944,357,82,94
937,310,3,94
942,334,18,94
945,340,5,94
949,316,2,94
955,315,9,94
981,309,79,94
963,316,2,94
976,358,34,94
972,315,13,94
982,335,13,94
996,316,50,94
1004,357,3,94
1008,335,13,94
1011,225,5,94
1011,356,3,94
1013,224,1,94
1014,357,3,94
1015,341,5,94
1022,334,4,94
1024,332,1,94
1037,342,1,94
1038,335,7,94
1040,330,1,94
1046,337,122,94
1045,358,30,94
1047,362,1,94
1050,240,1,94
1050,351,1,94
1051,354,4,94
1060,243,14,94
1075,243,23,94
1086,239,29,94
1102,237,15,94
1116,241,5,94
1142,233,1,94
1151,232,12,94
967,761,3,94
1008,484,3,94
1132,97,17,94
1152,85,120,94
1158,76,3,94
1161,76,4,94
1170,78,6,94
1176,86,4,94
1177,74,2,94
1196,74,74,94
1210,98,1,94
1211,96,2,94
1213,93,6,94
1215,87,12,94
1218,93,1,94
1220,84,30,94
1253,111,120,94
1298,242,17,94
1597,695,6,94
36,406,77,95
887,763,11,95
967,761,3,95
910,292,26,95
919,308,25,95
932,309,42,95
934,357,18,95
938,332,7,95
947,357,26,95
956,316,2,95
963,316,3,95
981,309,77,95
976,358,36,95
972,315,13,95
982,335,4,95
996,316,50,95
985,336,1,95
988,358,2,95
1003,357,1,95
1005,355,2,95
1008,335,8,95
1011,225,5,95
1013,224,1,95
1015,341,6,95
1017,335,3,95
1020,356,1,95
1021,334,5,95
1024,357,5,95
1037,342,1,95
1038,335,7,95
1040,330,1,95
1046,337,125,95
1046,357,24,95
1047,362,1,95
1050,240,1,95
1050,351,1,95
1051,354,4,95
1060,243,14,95
1075,243,27,95
1086,240,31,95
1101,237,19,95
1116,241,5,95
1142,233,1,95
1151,232,12,95
1008,484,3,95
1132,97,19,95
1152,85,118,95
1156,75,5,95
1176,86,4,95
1177,74,4,95
1195,74,85,95
1211,96,2,95
1213,93,1,95
1213,94,3,95
1215,87,12,95
1218,93,1,95
1220,84,29,95
1253,111,120,95
1298,242,17,95
1597,695,6,95
35,406,80,96
903,765,12,96
967,761,3,96
910,292,25,96
919,308,24,96
926,309,10,96
934,308,27,96
938,357,52,96
936,333,39,96
933,315,1,96
940,315,12,96
947,333,1,96
947,335,1,96
951,358,2,96
955,358,6,96
964,309,4,96
983,309,79,96
976,358,39,96
973,315,12,96
982,335,11,96
990,316,35,96
989,358,2,96
991,359,2,96
1004,316,20,96
1004,357,4,96
1008,335,9,96
1009,355,1,96
1011,225,2,96
1013,224,1,96
1013,226,1,96
1015,334,2,96
1016,341,6,96
1017,357,4,96
1019,355,1,96
1021,334,5,96
1024,356,7,96
1031,335,5,96
1035,332,1,96
1037,342,1,96
1038,336,5,96
1040,330,1,96
1046,337,125,96
1044,357,1,96
1047,358,13,96
1050,240,1,96
1050,351,1,96
1051,354,4,96
1061,243,20,96
1074,243,23,96
1086,239,31,96
1102,237,16,96
1116,241,4,96
1151,232,12,96
1008,484,3,96
1132,97,17,96
1151,85,122,96
1157,75,4,96
1161,76,4,96
1169,78,14,96
1176,86,1,96
1177,74,1,96
1177,79,6,96
1179,73,1,96
1181,73,1,96
1185,72,1,96
1188,74,3,96
1197,74,69,96
1211,96,2,96
1215,89,19,96
1218,93,1,96
1221,85,26,96
1253,111,122,96
1297,241,16,96
1597,695,7,96
37,406,87,97
920,767,12,97
967,761,3,97
910,292,25,97
919,308,26,97
926,309,10,97
934,308,27,97
941,357,88,97
936,333,39,97
933,315,1,97
942,315,16,97
984,309,68,97
976,358,39,97
970,316,2,97
982,335,11,97
994,316,50,97
989,358,2,97
991,359,2,97
1004,357,4,97
1008,335,9,97
1009,355,1,97
1011,225,2,97
1011,318,2,97
1013,224,1,97
1013,226,1,97
1015,334,3,97
1016,341,6,97
1017,357,4,97
1019,355,1,97
1022,334,5,97
1024,356,7,97
1037,342,1,97
1038,335,7,97
1046,337,125,97
1044,357,1,97
1047,357,15,97
1050,351,1,97
1051,354,4,97
1050,240,1,97
1061,243,20,97
1074,243,33,97
1086,240,32,97
1102,237,16,97
1116,241,4,97
1151,232,12,97
1008,484,3,97
1132,97,17,97
1151,85,122,97
1157,75,4,97
1161,76,4,97
1169,78,15,97
1176,86,1,97
1178,74,6,97
1177,79,6,97
1181,73,1,97
1185,72,1,97
1188,74,3,97
1198,74,64,97
1211,96,2,97
1215,89,19,97
1218,93,1,97
1221,85,26,97
1253,111,122,97
1298,241,16,97
1304,242,1,97
1597,695,7,97
38,406,69,98
937,769,14,98
967,761,3,98
910,292,25,98
919,308,24,98
926,309,10,98
933,308,26,98
941,357,64,98
933,315,1,98
936,333,35,98
940,315,13,98
940,332,1,98
946,315,2,98
959,315,6,98
960,309,1,98
977,358,35,98
984,309,76,98
974,315,10,98
981,335,6,98
991,316,32,98
984,336,1,98
992,358,2,98
1004,316,20,98
1004,341,1,98
1004,356,5,98
1008,335,11,98
1009,355,1,98
1011,223,1,98
1012,225,1,98
1013,224,1,98
1015,334,3,98
1017,341,6,98
1022,334,5,98
1031,342,3,98
1035,335,42,98
1038,341,1,98
1044,357,1,98
1047,357,16,98
1049,338,71,98
1050,351,1,98
1051,354,4,98
1052,239,1,98
1061,243,14,98
1075,243,36,98
1086,239,28,98
1101,237,20,98
1116,241,5,98
1114,232,1,98
1151,232,11,98
1008,484,3,98
1132,97,17,98
1152,85,119,98
1157,75,5,98
1161,76,4,98
1178,74,6,98
1177,79,6,98
1181,73,1,98
1196,74,77,98
1211,96,1,98
1215,87,14,98
1214,94,3,98
1215,81,1,98
1218,93,2,98
1220,85,29,98
1253,111,117,98
1298,241,23,98
1597,695,7,98
38,406,72,99
954,771,12,99
967,761,3,99
907,287,1,99
910,292,25,99
919,308,24,99
926,309,10,99
933,308,26,99
943,357,76,99
933,315,1,99
936,333,33,99
940,315,13,99
946,315,2,99
958,316,2,99
966,316,2,99
986,310,56,99
982,358,25,99
996,316,51,99
984,335,1,99
1003,341,1,99
1005,355,1,99
1008,335,9,99
1011,223,1,99
1012,225,1,99
1013,224,1,99
1016,341,6,99
1016,334,5,99
1017,355,1,99
1022,334,4,99
1024,332,1,99
1031,342,3,99
1035,335,37,99
1038,341,1,99
1046,357,25,99
1048,338,76,99
1050,240,1,99
1050,351,1,99
1051,354,4,99
1052,239,1,99
1061,243,14,99
1075,243,36,99
1086,239,28,99
1101,237,20,99
1116,241,5,99
1114,232,1,99
1151,232,11,99
1008,484,3,99
1132,97,17,99
1152,85,119,99
1156,76,4,99
1160,76,4,99
1167,77,4,99
1178,74,7,99
1177,79,6,99
1181,73,1,99
1185,72,1,99
1196,74,78,99
1211,96,1,99
1215,87,14,99
1214,94,3,99
1215,81,1,99
1218,93,2,99
1220,85,30,99
1253,111,117,99
1298,241,23,99
1597,695,7,99
37,406,71,100
971,772,13,100
910,292,25,100
919,308,25,100
926,309,10,100
933,308,26,100
930,358,1,100
936,333,43,100
933,315,1,100
942,357,72,100
939,315,7,100
940,339,1,100
947,315,3,100
973,309,16,100
969,315,2,100
973,357,17,100
974,316,1,100
976,316,1,100
989,309,35,100
988,316,11,100
995,317,14,100
1004,316,20,100
1003,341,1,100
1008,335,10,100
1010,356,3,100
1011,223,1,100
1012,225,1,100
1013,224,1,100
1013,357,3,100
1015,342,2,100
1016,334,2,100
1018,358,3,100
1020,355,1,100
1022,334,5,100
1030,341,6,100
1032,335,5,100
1037,337,14,100
1041,335,22,100
1047,357,32,100
1048,337,86,100
1050,351,1,100
1052,239,1,100
1060,243,4,100
1064,245,1,100
1068,243,2,100
1076,244,28,100
1086,239,33,100
1101,238,15,100
1116,241,5,100
1151,232,11,100
1008,484,3,100
1132,97,16,100
1151,85,112,100
1167,77,4,100
1175,88,1,100
1176,87,4,100
1177,74,2,100
1178,77,1,100
1182,73,1,100
1194,74,93,100
1211,96,2,100
1214,89,19,100
1218,93,2,100
1220,85,28,100
1253,111,118,100
1297,241,22,100
1597,695,7,100
37,406,77,101
989,772,10,101
910,292,25,101
919,308,25,101
926,309,10,101
933,308,26,101
930,358,1,101
936,333,43,101
933,315,1,101
943,357,74,101
939,315,7,101
947,315,3,101
967,309,2,101
973,309,9,101
977,358,25,101
983,309,2,101
991,309,2,101
991,316,3,101
993,310,8,101
995,317,13,101
1003,316,18,101
1003,341,1,101
1008,335,10,101
1010,356,3,101
1011,223,1,101
1012,225,1,101
1013,224,1,101
1013,357,3,101
1015,342,2,101
1018,332,1,101
1018,357,4,101
1023,334,5,101
1024,356,1,101
1026,356,1,101
1030,341,9,101
1038,335,22,101
1041,342,2,101
1047,337,115,101
1044,357,1,101
1050,357,12,101
1051,239,5,101
1050,351,1,101
1059,243,4,101
1063,244,3,101
1067,243,2,101
1076,244,30,101
1086,239,33,101
1101,238,15,101
1116,241,5,101
1151,232,11,101
1008,484,3,101
1132,98,18,101
1151,85,112,101
1167,77,4,101
1175,88,1,101
1176,87,4,101
1177,74,2,101
1178,77,1,101
1182,73,1,101
1194,74,92,101
1211,96,2,101
1214,89,19,101
1218,93,2,101
1220,84,31,101
1253,111,118,101
1297,241,22,101
1597,695,7,101
39,406,68,102
1006,773,14,102
910,292,25,102
919,308,28,102
926,309,10,102
933,308,24,102
942,357,81,102
936,333,44,102
933,315,1,102
939,315,7,102
940,339,1,102
948,315,4,102
972,309,18,102
970,315,3,102
972,358,11,102
974,315,6,102
982,358,18,102
985,309,27,102
985,316,14,102
990,358,2,102
999,359,4,102
1006,316,10,102
1005,357,1,102
1007,356,1,102
1010,336,4,102
1012,224,7,102
1016,335,1,102
1016,341,3,102
1016,357,3,102
1021,357,4,102
1023,234,1,102
1023,334,4,102
1030,335,5,102
1033,337,9,102
1037,342,1,102
1038,334,8,102
1041,336,19,102
1049,338,80,102
1050,351,2,102
1052,239,1,102
1057,243,1,102
1061,243,10,102
1069,243,5,102
1076,243,24,102
1086,239,30,102
1101,237,20,102
1116,241,5,102
1137,233,1,102
1151,232,11,102
1170,228,1,102
1132,98,17,102
1151,86,116,102
1156,76,2,102
1164,88,1,102
1167,77,4,102
1175,88,1,102
1176,87,4,102
1177,74,2,102
1182,73,1,102
1184,79,1,102
1193,74,90,102
1206,77,2,102
1208,99,1,102
1210,98,1,102
1211,96,3,102
1214,89,21,102
1220,85,30,102
1253,111,118,102
1298,241,27,102
1597,694,9,102
38,406,71,103
967,761,2,103
1023,773,6,103
1025,773,1,103
910,292,25,103
919,308,28,103
926,309,10,103
933,308,24,103
942,357,80,103
936,333,44,103
933,315,1,103
939,315,8,103
940,339,1,103
947,315,2,103
972,309,18,103
972,358,11,103
970,315,3,103
974,315,7,103
982,358,18,103
986,309,25,103
985,316,13,103
990,359,1,103
998,319,1,103
1029,358,185,103
1011,318,1,103
1012,224,2,103
1013,226,1,103
1016,334,2,103
1016,341,3,103
1019,335,3,103
1023,234,1,103
1029,341,1,103
1030,335,6,103
1035,337,14,103
1038,332,3,103
1047,338,121,103
1050,351,2,103
1052,239,1,103
1057,243,1,103
1061,243,10,103
1069,243,5,103
1076,243,24,103
1086,239,30,103
1101,237,20,103
1116,241,5,103
1137,233,1,103
1151,232,11,103
1170,228,1,103
1132,98,16,103
1151,86,116,103
1156,76,2,103
1164,88,1,103
1167,77,4,103
1175,88,1,103
1176,87,4,103
1177,74,2,103
1182,73,1,103
1184,79,1,103
1194,74,96,103
1210,98,1,103
1211,96,3,103
1214,89,21,103
1220,85,30,103
1253,111,118,103
1298,241,27,103
1597,694,9,103
38,406,72,104
967,761,2,104
1040,772,12,104
910,292,22,104
919,308,27,104
926,309,10,104
933,308,23,104
941,357,82,104
936,333,47,104
933,315,1,104
939,315,8,104
940,339,1,104
972,309,23,104
972,358,15,104
972,315,5,104
976,315,1,104
977,316,1,104
981,357,13,104
986,309,28,104
986,316,14,104
991,335,1,104
995,318,1,104
995,358,3,104
1003,357,28,104
1000,356,1,104
1005,317,3,104
1006,338,5,104
1011,224,8,104
1011,318,1,104
1031,358,163,104
1017,335,1,104
1019,334,4,104
1023,234,1,104
1033,336,14,104
1037,336,17,104
1041,336,19,104
1045,332,1,104
1047,242,2,104
1050,338,61,104
1051,239,5,104
1050,351,2,104
1057,243,1,104
1061,243,10,104
1074,243,32,104
1086,239,30,104
1101,237,18,104
1116,241,6,104
1151,231,8,104
1132,98,17,104
1151,86,116,104
1157,77,3,104
1169,79,5,104
1176,87,4,104
1178,74,5,104
1177,78,1,104
1187,72,1,104
1196,74,72,104
1206,77,2,104
1211,96,2,104
1214,89,21,104
1218,93,2,104
1220,85,32,104
1253,112,120,104
1298,241,26,104
1597,695,8,104
38,406,76,105
966,761,2,105
1058,771,11,105
910,292,22,105
919,308,27,105
926,309,10,105
933,308,23,105
941,357,82,105
936,333,47,105
933,315,1,105
939,315,8,105
940,340,1,105
947,315,1,105
981,309,57,105
972,358,17,105
974,315,7,105
982,357,15,105
985,316,15,105
992,334,3,105
998,359,4,105
1004,316,7,105
1007,358,38,105
1008,336,1,105
1011,224,4,105
1013,335,2,105
1015,358,2,105
1035,358,126,105
1023,234,1,105
1025,332,1,105
1030,335,5,105
1033,336,14,105
1037,335,19,105
1041,336,19,105
1045,332,1,105
1047,242,2,105
1051,239,5,105
1051,338,35,105
1050,351,2,105
1057,243,1,105
1061,243,10,105
1074,243,25,105
1086,239,30,105
1101,237,18,105
1116,241,6,105
1151,231,8,105
1132,98,17,105
1151,86,116,105
1157,77,3,105
1169,79,5,105
1176,87,4,105
1178,74,5,105
1177,78,1,105
1187,72,1,105
1196,74,72,105
1206,77,2,105
1211,96,2,105
1214,89,21,105
1218,93,2,105
1220,85,34,105
1253,112,121,105
1298,241,26,105
1597,695,8,105
38,406,70,106
967,761,3,106
1074,771,13,106
910,292,25,106
919,308,25,106
924,376,1,106
931,309,34,106
941,357,86,106
936,333,48,106
940,315,7,106
940,339,1,106
980,309,64,106
978,358,47,106
971,315,6,106
976,316,1,106
989,316,24,106
995,359,2,106
1012,357,100,106
1005,316,14,106
1008,337,1,106
1009,336,2,106
1017,335,27,106
1015,341,2,106
1028,341,1,106
1033,335,67,106
1039,358,91,106
1038,331,1,106
1049,240,19,106
1050,351,2,106
1060,243,14,106
1068,243,2,106
1075,243,21,106
1085,239,32,106
1101,237,20,106
1116,241,6,106
1136,233,2,106
1151,231,8,106
1132,98,17,106
1150,86,110,106
1157,76,6,106
1161,77,4,106
1168,78,9,106
1176,74,2,106
1176,87,3,106
1195,74,85,106
1211,96,2,106
1213,93,7,106
1214,87,10,106
1220,85,33,106
1253,112,120,106
1298,241,28,106
1597,695,8,106
38,406,73,107
967,761,2,107
1091,769,7,107
910,292,25,107
919,308,25,107
924,376,1,107
931,309,34,107
